,name,main_category,sub_category,brand,number,tags,price,rating,rating_num,season,gender,like,view,sale,coordi,age18,age19_23,age24_28,age29_33,age34_39,age40,man,woman,img
58,[2PACK] 7.5oz 헤비웨이트 무지 오버핏 레이어드 반팔티,상의,반소매 티셔츠,SHAKA WEAR,7.5oz w/b,"['티셔츠', '오버핏티셔츠', '남자반팔티', '반팔티', '반팔티셔츠', '오버핏반팔', '레이어드', '무지']","70,000원",4.8,2021,,['남'],"7,422",2.6만 회 이상,1.2만 개 이상,['캐주얼'],22%,27%,25%,15%,6%,5%,93%,7%,https://image.msscdn.net/images/goods_img/20211221/2274644/2274644_1_500.jpg?t=20211221150127
59,[COOL COTTON] 2PACK SMALL ARCH TEE WHITE / BLACK,상의,반소매 티셔츠,YALE,YC1SS1011BK,"['로고', '오버핏반팔', '반팔티', '오버핏', '반팔티셔츠', '스포츠웨어', '패키지/셋업']","78,000원",4.9,2409,2022 S/S,"['남', '여']","13,085",7.2만 회 이상,1.3만 개 이상,['캐주얼'],29%,25%,24%,11%,4%,7%,53%,47%,https://image.msscdn.net/images/goods_img/20220310/2409894/2409894_11_500.jpg?t=20220520144316
60,[Mmlg] 19MG HF-T (WHITE),상의,반소매 티셔츠,MMLG,MMLGT123,"['로고', '반팔티', '반팔티셔츠', '팔칠엠엠', '하프티', '87MM', '로고티셔츠', '특별기획전', 'EVERYDAYWEAR', '그래픽']","42,000원",4.8,15709,,"['남', '여']","47,509",5.8만 회 이상,1.2만 개 이상,"['걸리시', '캐주얼']",33%,29%,21%,7%,3%,7%,43%,57%,https://image.msscdn.net/images/goods_img/20180403/747950/747950_1_500.jpg?t=20220321112716
61,아치 로고 티셔츠 화이트,상의,반소매 티셔츠,COVERNAT,CO0000ST02WH,"['반팔티', '오버핏', '티셔츠', '반팔', '라운드티', '썸머컬렉션', '로고티셔츠']","39,000원",4.8,17428,2022 S/S,"['남', '여']","38,599",3.3만 회 이상,1.2만 개 이상,"['아메리칸 캐주얼', '레트로', '캐주얼']",37%,25%,15%,9%,4%,10%,54%,46%,https://image.msscdn.net/images/goods_img/20170414/538899/538899_9_500.jpg?t=20220304143053
62,(22SS) UNIVERSITY DAN TEE NAVY / RED,상의,반소매 티셔츠,YALE,YC2SS0011NA,"['오버핏티셔츠', '로고티셔츠', '반팔티셔츠', '핸섬댄', '아이비리그', '유니버시티댄', '최현욱착용']","42,000원",4.9,15867,2022 S/S,"['남', '여']","21,118",4.5만 회 이상,1.2만 개 이상,['캐주얼'],41%,26%,15%,7%,2%,9%,58%,42%,https://image.msscdn.net/images/goods_img/20210304/1827196/1827196_1_500.jpg?t=20220412143848
63,엔젤 스트라이프 반팔 티셔츠 블랙,상의,반소매 티셔츠,WHATITISNT,MG2200ST09BK,"['로고', '반팔', '티셔츠', '레이어드', '스트라이프', '동행세일', '반팔티', '로고/레터링', '엔젤로고']","39,000원",4.8,10832,2022 S/S,"['남', '여']","28,786",3.5만 회 이상,1.2만 개 이상,['캐주얼'],38%,22%,13%,7%,5%,15%,47%,53%,https://image.msscdn.net/images/goods_img/20200414/1403092/1403092_7_500.jpg?t=20220317134933
64,YOUNG 프리미엄 실켓 반팔 티셔츠 (11 COLOR),상의,반소매 티셔츠,LMOOD,LMDMTP001,"['레이어드반팔', '오버핏', '베이식', '라운드', '무지', '반팔', '반팔티']","48,000원",4.8,15539,ALL ALL,"['남', '여']","16,422",2.1만 회 이상,1.1만 개 이상,,15%,17%,28%,24%,10%,6%,89%,11%,https://image.msscdn.net/images/goods_img/20200331/1375522/1375522_2_500.jpg?t=20220420163525
65,V.O.C TEE (OLYMPIA)_WHITE,상의,반소매 티셔츠,OUTSTANDING,21SS_TOP_062,"['라운드티', '티셔츠', '반팔티', '반팔', '로고티셔츠', '그래픽', 'MDPICK']","39,000원",4.8,4902,2021 S/S,['남'],"23,402",5.4만 회 이상,1.1만 개 이상,"['아메리칸 캐주얼', '캐주얼']",25%,32%,23%,10%,4%,6%,78%,22%,https://image.msscdn.net/images/goods_img/20210406/1882396/1882396_1_500.jpg?t=20220404150405
66,[패키지][CHUBBY]EMBROIDERY TEE (5COLOR),상의,반소매 티셔츠,PARTIMENTO,[패키지][CHUBBY]EMBROIDERY TEE (5COLOR),"['반팔티', '오버핏', '오버핏반팔', '처비라인', '티셔츠', '오버핏티셔츠', '미니멀트래블룩']","59,800원",4.7,9133,2020 S/S,['남'],"24,668",3만 회 이상,1.2만 개 이상,"['아메리칸 캐주얼', '캐주얼']",24%,21%,23%,16%,8%,8%,72%,28%,https://image.msscdn.net/images/goods_img/20200520/1454812/1454812_2_500.jpg?t=20210430101427
67,반스 클래식 반소매 티셔츠 - 블랙/ VN000GGGY281,상의,반소매 티셔츠,VANS,VN000GGGY281,"['로고', '로고티', '반스클래식', '반팔', '반팔티', '캐리오버', '클래식티', '로고/레터링']","35,000원",4.7,4807,,['남'],"15,252",1.6만 회 이상,1.1만 개 이상,,34%,24%,18%,7%,5%,12%,47%,53%,https://image.msscdn.net/images/goods_img/20170109/470357/470357_7_500.jpg?t=20210512173149
68,빅 트위치 로고 티셔츠 레드,상의,반소매 티셔츠,LEE,LE2202ST01RD,"['반팔티', '반팔티셔츠', 'LEE반팔티', '빅로고', '로고', '남녀공용', '트위치', '그래픽']","35,000원",4.8,47389,ALL ALL,['여'],"25,770",2.6만 회 이상,1.1만 개 이상,['캐주얼'],40%,30%,14%,5%,3%,8%,32%,68%,https://image.msscdn.net/images/goods_img/20210215/1793413/1793413_5_500.jpg?t=20210528101627
69,카멜 파크 반팔티셔츠(딥그린),상의,반소매 티셔츠,CAMEL WORK,34-52-0047,"['로고', '프린팅', '면티', '라운드', '오버핏', '그래픽']","32,000원",4.8,3318,2022 S/S,['남'],"13,318",3.6만 회 이상,1.1만 개 이상,"['스포츠', '캐주얼']",21%,19%,26%,18%,9%,7%,76%,24%,https://image.msscdn.net/images/goods_img/20210226/1816729/1816729_1_500.jpg?t=20210226093241
70,(3PACK) 1301 무지 반팔티 블랙&화이트,상의,반소매 티셔츠,AAA,1301-3pack,"['남자반팔', '여름반팔티', '반팔', '반팔티', '라운드티', '남자반팔티', '오버핏반팔']","33,000원",4.7,2641,,['남'],"4,933",8.1천 회 이상,1.1만 개 이상,,26%,28%,24%,13%,5%,4%,87%,13%,https://image.msscdn.net/images/goods_img/20210218/1801721/1801721_1_500.jpg?t=20220628160559
71,DSN-Logo Tee White,상의,반소매 티셔츠,THISISNEVERTHAT,TN221TTSST01WH,"['여름반팔', '남자반팔티', '로고티셔츠', '반팔티', '티셔츠', '로고/레터링']","45,000원",4.8,2044,2022 S/S,"['남', '여']","22,989",9.4만 회 이상,1.1만 개 이상,"['아메리칸 캐주얼', '캐주얼']",33%,28%,20%,9%,3%,7%,53%,47%,https://image.msscdn.net/images/goods_img/20220304/2398381/2398381_1_500.jpg?t=20220306220254
72,(우디) 그래픽 반팔 티셔츠_SPRPC24C08,상의,반소매 티셔츠,SPAO,SPRPC24C08,"['반팔티', '반팔티셔츠', '오버핏', '그래픽', '반팔', '남자반팔티', '우디컬렉션']","19,900원",4.9,1173,2022 S/S,['남'],"11,960",16.5만 회 이상,1.1만 개 이상,,62%,16%,11%,5%,2%,4%,58%,42%,https://image.msscdn.net/images/goods_img/20220302/2391261/2391261_26_500.jpg?t=20220516080525
73,더블 엔젤 와펜 반팔 티셔츠 화이트,상의,반소매 티셔츠,WHATITISNT,MG2200ST06WH,"['반팔티셔츠', '반팔티', '티셔츠', '반팔', '엔젤와펜', '동행세일', '더블엔젤']","39,000원",4.8,8302,2022 S/S,"['남', '여']","17,464",1.9만 회 이상,1.1만 개 이상,['캐주얼'],43%,20%,12%,6%,4%,15%,47%,53%,https://image.msscdn.net/images/goods_img/20210315/1845484/1845484_5_500.jpg?t=20220330105505
74,로고&스마일리 티셔츠 화이트(IK2CMMT500A),상의,반소매 티셔츠,IST KUNST,IK2CMMT500AWH,"['반팔티셔츠', '반팔', '여름반팔티', '오버핏반팔', '로고티셔츠', '로고', '그래픽', '로고/레터링', '로고&스마일리']","34,000원",4.8,2828,2022 S/S,"['남', '여']","18,941",6.3만 회 이상,1만 개 이상,['캐주얼'],33%,31%,19%,7%,3%,7%,43%,57%,https://image.msscdn.net/images/goods_img/20220303/2396221/2396221_1_500.jpg?t=20220318160121
75,사인로고 반팔 티셔츠 화이트,상의,반소매 티셔츠,WHATITISNT,MG2200ST01WH,"['로고', '반팔', '반팔티셔츠', '사인로고', '반팔셔츠', '반팔티', '로고/레터링']","35,000원",4.8,25341,2022 S/S,"['남', '여']","35,134",1.7만 회 이상,1만 개 이상,"['홈웨어', '캐주얼']",45%,23%,11%,5%,3%,13%,44%,56%,https://image.msscdn.net/images/goods_img/20190404/1005680/1005680_11_500.jpg?t=20220602150154
76,스몰 사인로고 반팔 티셔츠 블랙,상의,반소매 티셔츠,WHATITISNT,MG2200ST02BK,"['로고', '반팔', '반팔티셔츠', '스몰로고티셔츠', '오버핏반팔티', '티셔츠', '사인로고', '스몰로고']","35,000원",4.7,18865,2022 S/S,"['남', '여']","29,759",4만 회 이상,1.1만 개 이상,['캐주얼'],45%,22%,12%,5%,3%,13%,53%,47%,https://image.msscdn.net/images/goods_img/20180403/748056/748056_9_500.jpg?t=20220322164059
77,남 화이트 레귤러핏 인스티튜셔널 로고 스트레치 반팔 티셔츠 J321612 YAF,상의,반소매 티셔츠,CALVIN KLEIN JEANS,J321612 YAF,"['티셔츠', '반팔티', '라운드티', '반팔', '박서준착용', '로고/레터링', '로고']","45,000원",4.8,3681,2022 S/S,['남'],"26,949",5.9만 회 이상,1만 개 이상,['캐주얼'],37%,35%,17%,5%,1%,5%,55%,45%,https://image.msscdn.net/images/goods_img/20210126/1763157/1763157_12_500.jpg?t=20220510113541
78,K87 워크웨어 포켓 반팔티셔츠 (20colors),상의,반소매 티셔츠,CARHARTT,333574,[],"59,000원",4.8,1637,,['남'],"16,110",5.7만 회 이상,1만 개 이상,"['아메리칸 캐주얼', '캐주얼']",27%,29%,22%,11%,5%,6%,65%,35%,https://image.msscdn.net/images/goods_img/20201222/1728662/1728662_1_500.jpg?t=20201222150748
79,빅 트위치 로고 티셔츠 다크 블루,상의,반소매 티셔츠,LEE,LE2202ST01DB,"['로고', '반팔티셔츠', '루즈핏', '남녀공용', '반팔', '트위치', '그래픽']","35,000원",4.8,47389,ALL ALL,['남'],"24,347",2만 회 이상,1만 개 이상,['캐주얼'],42%,26%,15%,5%,3%,9%,38%,62%,https://image.msscdn.net/images/goods_img/20181112/903341/903341_4_500.jpg?t=20210528101656
80,TSHIRT FLOWERMARDI_BLACK CREAM,상의,반소매 티셔츠,MARDI MERCREDI,430767,['그래픽'],"42,000원",4.9,1769,2022 S/S,['여'],"20,458",4.5만 회 이상,1만 개 이상,,29%,26%,20%,9%,5%,11%,14%,86%,https://image.msscdn.net/images/goods_img/20220329/2453552/2453552_1_500.jpg?t=20220331173345
81,PRDA DENIM PATCH CREWNECK TEE WHITE,상의,반소매 티셔츠,PRENDA,PRTTSURS03WC2,"['티셔츠추천', '반팔티셔츠', '여자반팔티', '반팔티', '반팔', '크롭']","45,000원",4.8,2426,2022 S/S,['여'],"32,937",12만 회 이상,9.6천 개 이상,['캐주얼'],25%,38%,22%,6%,2%,7%,5%,95%,https://image.msscdn.net/images/goods_img/20220401/2462040/2462040_1_500.jpg?t=20220408113939
82,남 블랙 레귤러핏 인스티튜셔널 로고 스트레치 반팔 티셔츠 J321612 BEH,상의,반소매 티셔츠,CALVIN KLEIN JEANS,J321612 BEH,"['로고/레터링', '로고']","45,000원",4.8,3681,2022 S/S,['남'],"16,743",3.6만 회 이상,9.6천 개 이상,['캐주얼'],36%,34%,17%,5%,2%,6%,59%,41%,https://image.msscdn.net/images/goods_img/20210126/1763164/1763164_2_500.jpg?t=20220316164122
83,[Mmlg] 19MG HF-T (BLACK),상의,반소매 티셔츠,MMLG,MMLGT123,"['로고', '반팔티', '반팔티셔츠', '로고티셔츠', '특별기획전', 'EVERYDAYWEAR', '그래픽']","42,000원",4.8,15709,,"['남', '여']","30,708",2.7만 회 이상,9.5천 개 이상,"['걸리시', '캐주얼']",32%,29%,20%,8%,3%,8%,46%,54%,https://image.msscdn.net/images/goods_img/20180403/747941/747941_1_500.jpg?t=20220321112552
84,TSHIRT FLOWERMARDI_WHITE VIOLET,상의,반소매 티셔츠,MARDI MERCREDI,MM21-MU049,"['반팔티셔츠', '오버핏티셔츠', '라운드티', '반팔', '반팔티', '티셔츠']","42,000원",4.9,2143,2021 S/S,['여'],"20,004",4.8만 회 이상,9.8천 개 이상,['캐주얼'],30%,37%,18%,5%,3%,7%,8%,92%,https://image.msscdn.net/images/goods_img/20210206/1782647/1782647_1_500.jpg?t=20220408091029
85,[패키지] 2pack 페인트쿨링 피그먼트 반팔 SMST4431,상의,반소매 티셔츠,PERSTEP,2140805,"['오버핏티셔츠', '오버핏반팔', '반팔', '반팔티셔츠', '티셔츠', '오버핏', '반팔티']","51,800원",4.8,1352,2021 S/S,['남'],"11,620",7.2만 회 이상,9.4천 개 이상,"['댄디', '캐주얼']",20%,24%,25%,15%,8%,8%,81%,19%,https://image.msscdn.net/images/goods_img/20210518/1955452/1955452_2_500.jpg?t=20220427101141
86,엔젤 와펜 반팔 티셔츠 블랙,상의,반소매 티셔츠,WHATITISNT,MG2200ST03BK,"['반팔', '반팔티', '티셔츠', '반팔티셔츠', '숏슬리브', '엔젤와펜', '로고/레터링', '엔젤로고']","39,000원",4.9,5826,2022 S/S,"['남', '여']","21,190",1.5만 회 이상,9.5천 개 이상,['캐주얼'],43%,19%,13%,6%,4%,15%,51%,49%,https://image.msscdn.net/images/goods_img/20210324/1860814/1860814_1_500.jpg?t=20210324153258
87,사인로고 반팔 티셔츠 블랙,상의,반소매 티셔츠,WHATITISNT,MG2200ST01BK,"['로고', '반팔', '반팔티셔츠', '레이어드', '반팔셔츠', '빅로고티', '반팔티', '로고/레터링']","35,000원",4.8,25341,2022 S/S,"['남', '여']","40,536",1.4만 회 이상,9.4천 개 이상,"['홈웨어', '캐주얼']",45%,23%,11%,5%,3%,13%,48%,52%,https://image.msscdn.net/images/goods_img/20190404/1005683/1005683_6_500.jpg?t=20220316150935
88,서핀 백 프린트 티 셔츠_네이비,상의,반소매 티셔츠,UNIIS DESIGN,UNSD,"['서핑', '티셔츠', '프린트', '썸머유니스', '그래픽', '프린팅', '써핑티']","39,000원",4.8,8471,ALL S/S,"['남', '여']","27,811",3.4만 회 이상,9.7천 개 이상,['캐주얼'],24%,27%,25%,14%,5%,5%,71%,29%,https://image.msscdn.net/images/goods_img/20190521/1051406/1051406_1_500.jpg?t=20190524142218
89,(22SS) EMBROIDERY UNIVERSITY DAN TEE NAVY,상의,반소매 티셔츠,YALE,YC2SS0031NA,"['그래픽티셔츠', '반팔티셔츠', '반팔티', '로고티셔츠', '반팔', '로고', '클래식']","39,000원",4.9,23244,2022 S/S,"['남', '여']","9,331",1.1만 회 이상,9.4천 개 이상,['캐주얼'],22%,29%,29%,12%,3%,5%,55%,45%,https://image.msscdn.net/images/goods_img/20210407/1886953/1886953_2_500.jpg?t=20220418093359
90,[패키지] 오버핏 그래픽 반팔티셔츠 3PACK _BB2H18881,상의,반소매 티셔츠,BORNHIKER,BB2H18881,"['패키지', '반팔티', '반팔티셔츠', '오버핏', '티셔츠', '그래픽', '2XL']","69,900원",4.8,2287,ALL S/S,"['남', '여']","13,223",2.2만 회 이상,9.3천 개 이상,['스트릿'],26%,19%,22%,14%,7%,12%,63%,37%,https://image.msscdn.net/images/goods_img/20210305/1828538/1828538_2_500.jpg?t=20210329101609
91,PHYPS® YOGA BEGINNER CLASS SS WHITE,상의,반소매 티셔츠,PHYSICAL EDUCATION DEPARTMENT,PE3SS0021WH,"['반팔티', '반팔', '그래픽티셔츠', '라운드티', 'YOGA', '그래픽', '요가베어']","42,000원",4.9,6923,2022 S/S,"['남', '여']","16,853",2.4만 회 이상,8.8천 개 이상,"['홈웨어', '캐주얼']",31%,29%,22%,9%,3%,6%,40%,60%,https://image.msscdn.net/images/goods_img/20210324/1862476/1862476_2_500.jpg?t=20220225151714
92,(2PACK) 1301 무지 반팔티 블랙&화이트,상의,반소매 티셔츠,AAA,1301,[],"30,000원",4.6,11703,,['남'],"10,170",5.3천 회 이상,8.9천 개 이상,,25%,28%,26%,12%,5%,4%,83%,17%,https://image.msscdn.net/images/goods_img/20160603/364484/364484_4_500.jpg?t=20220628150124
93,어센틱 로고 티셔츠 블랙,상의,반소매 티셔츠,COVERNAT,CO2100ST01BK,"['반팔', '반팔티', '오버핏', '반팔티셔츠', '썸머컬렉션', '로고티셔츠', '입시덕후']","39,000원",4.7,22490,2022 S/S,"['남', '여']","31,750",1.8만 회 이상,8.6천 개 이상,['캐주얼'],46%,20%,12%,6%,3%,13%,49%,51%,https://image.msscdn.net/images/goods_img/20180330/746276/746276_5_500.jpg?t=20220304143057
94,레이어드 크루 넥 반팔 티셔츠_긴 기장 2팩,상의,반소매 티셔츠,MUSINSA STANDARD,MMATS405,"['MU-T', '레이어드탑', '티셔츠', '반팔', '무지', '무지티', '라운드넥', '세트상품', '반소매티셔츠']","25,800원",4.7,44302,2021 F/W,['남'],"3,355",2.6천 회 이상,8.3천 개 이상,"['캐주얼', '스포츠', '댄디']",21%,21%,20%,14%,12%,12%,71%,29%,https://image.msscdn.net/images/goods_img/20210910/2122565/2122565_2_500.jpg?t=20220414145722
95,라인 서퍼맨 티셔츠 네이비,상의,반소매 티셔츠,COVERNAT,CO1804SL20NA,"['그래픽', '반팔', '서퍼맨', '오버핏', '트로피컬', '하와이안', '썸머컬렉션']","39,000원",4.8,22884,2020 S/S,"['남', '여']","16,885",2.5만 회 이상,8.8천 개 이상,['캐주얼'],29%,17%,20%,14%,8%,12%,55%,45%,https://image.msscdn.net/images/goods_img/20180406/751029/751029_2_500.jpg?t=20210423154722
96,VSW Puppy T-Shirts White,상의,반소매 티셔츠,VISION STREETWEAR,VS2202ST07WH,"['비전', '반팔', '그래픽', '로고', '티셔츠', '오버핏', '반팔티', '22SUMMER컬렉션', '루즈핏']","43,000원",4.9,1935,2022 S/S,"['남', '여']","18,189",9.2만 회 이상,8.7천 개 이상,['캐주얼'],32%,29%,21%,9%,3%,6%,66%,34%,https://image.msscdn.net/images/goods_img/20220317/2426596/2426596_1_500.jpg?t=20220321143244
97,W CLASSIC LOGO TEE white,상의,반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,0MG22STS104,['우먼티셔츠'],"39,000원",4.8,3209,2022 S/S,['여'],"19,509",5.4만 회 이상,8.5천 개 이상,['캐주얼'],28%,34%,24%,7%,2%,5%,7%,93%,https://image.msscdn.net/images/goods_img/20220222/2377269/2377269_3_500.jpg?t=20220407154331
98,미시간 울버린 피그먼트 반팔티 크림,상의,반소매 티셔츠,TRAVEL,TRTOASURS12UI4,[],"39,000원",4.8,17284,ALL S/S,"['남', '여']","13,050",2.5만 회 이상,8.3천 개 이상,"['스트릿', '캐주얼']",32%,27%,19%,9%,4%,9%,61%,39%,https://image.msscdn.net/images/goods_img/20210504/1935892/1935892_1_500.jpg?t=20210513101702
99,우먼즈 크루 넥 크롭 반팔 티셔츠 [블랙],상의,반소매 티셔츠,MUSINSA STANDARD,MWJTS208-BK,"['기본티', '라운드넥', '무신사스탠다드우먼즈', '여름티', 'MU-T', '크롭티', '크롭', '정호연PICK']","11,900원",4.8,11215,,['여'],"9,511",1.5만 회 이상,8.6천 개 이상,['캐주얼'],16%,29%,28%,13%,6%,8%,5%,95%,https://image.msscdn.net/images/goods_img/20200423/1417716/1417716_2_500.jpg?t=20200630164139
100,[SET] CGP 아치 로고 반팔 크루넥 셋업_멜란지그레이,상의,반소매 티셔츠,CODEGRAPHY,CBBU3TS110MGCBBU3PS160MG,"['반팔티', '반팔', '반바지', '맨투맨', '셋업', '트레이닝바지', '트레이닝세트']","82,900원",4.8,1040,2022 S/S,"['남', '여']","31,126",16만 회 이상,7.9천 개 이상,['캐주얼'],43%,26%,12%,5%,3%,11%,38%,62%,https://image.msscdn.net/images/goods_img/20220330/2456003/2456003_2_500.jpg?t=20220419141021
101,TSHIRT DDANJI_IVORY,상의,반소매 티셔츠,MARDI MERCREDI,MM21-MU043,"['반팔티셔츠', '오버핏티셔츠', '라운드티', '반팔', '반팔티', '티셔츠', '그래픽']","42,000원",4.9,1944,2021 S/S,['여'],"13,575",2.7만 회 이상,8.3천 개 이상,,31%,28%,19%,8%,4%,10%,10%,90%,https://image.msscdn.net/images/goods_img/20210206/1782641/1782641_1_500.jpg?t=20210210103801
102,Racing 22 Tee White,상의,반소매 티셔츠,YESEYESEE,YES748,"['반팔티', '남자반팔티', '티셔츠', '여름반팔티', '반팔티셔츠', '반팔', '그래픽']","45,000원",4.9,3050,2022 S/S,['남'],"19,273",7.5만 회 이상,7.8천 개 이상,"['스트릿', '캐주얼']",36%,30%,17%,6%,3%,8%,59%,41%,https://image.msscdn.net/images/goods_img/20220308/2406942/2406942_1_500.jpg?t=20220308190752
103,TAG KP TEE - WHITE,상의,반소매 티셔츠,BROWNBREATH,BHMMST001WT,"['로고티', '반팔티셔츠', '로고티셔츠', '남자반팔티', '여자반팔티', '기본티셔츠', '그래픽티셔츠', '그래픽', '신스컬렉션']","36,000원",4.8,8662,2022 S/S,"['남', '여']","12,689",3.7만 회 이상,8.1천 개 이상,"['스트릿', '캐주얼']",35%,27%,15%,8%,4%,11%,49%,51%,https://image.msscdn.net/images/goods_img/20220222/2376233/2376233_2_500.jpg?t=20220224121351
